fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
flm-armb-leg-rbc	Flm-ArmB-Leg-RBC	PARTIAL	"an arm-to-leg strap/attachment, right side, ""RBC"" suffix unclear"	NEEDS_CONTEXT		Low	"combining ""Arm"" and ""Leg"" is unusual; likely a weapon/gear strap but not certain"	arm+leg referents present but combined oddly, suffix unresolved	3	14114
flowerchoker1.r	FlowerChoker1.R	CLEAR	flower-decorated choker, right, variant 1	CLEAR	groupFile/Clothing	High		explicit clothing accessory	3	14166
frily_root_2.r	Frily_Root_2.R	CLEAR	frilly clothing decoration, root bone, variant 2, right	CLEAR	groupFile/Clothing	Medium		"Frily reads as ""frilly"" clothing decoration"	3	14243
frontflaptopnarrower	FrontFlapTopNarrower	CLEAR	"a front clothing flap, top, ""narrower"" shape morph"	CLEAR	groupFile/Clothing	Medium		flap is the clear clothing-piece referent	3	278
gag_l_02	Gag_L_02	CLEAR	a gag accessory (worn mouth item), left, variant 02	CLEAR	groupFile/Clothing	Medium		gag is a worn accessory item	3	14322
generichuman_c_chinjnt	GenericHuman_C_chinJnt	CLEAR	center chin joint (GenericHuman template rig)	CLEAR	groupFile/Face/Lower Face	High		explicit chin referent despite the template-rig prefix	3	3049
generichuman_r_nostriljnt	GenericHuman_r_nostrilJnt	CLEAR	right nostril joint (GenericHuman template rig)	CLEAR	groupFile/Face/Mid Face	High		explicit nostril referent	3	3072
head chin middle	head chin middle	CLEAR	head, chin, center	CLEAR	groupFile/Face/Lower Face	High		explicit chin control	3	2620
hiji_r__rot_ude_r__z50__offset	hiji_r__rot_ude_r__z50__offset	CLEAR	right elbow rotation offset (Japanese rig terms: hiji=elbow, ude=arm)	CLEAR	groupFile/Arms	Medium		Japanese MMD-style anatomical naming for the right elbow	3	26071
innerlips top left	innerlips top left	CLEAR	inner lips, top, left	CLEAR	groupFile/Face/Lower Face	High		explicit lip control	3	26153
jiggle4	Jiggle4	CLEAR	a jiggle/secondary-motion bone, object unspecified	NEEDS_CONTEXT		High		Jiggle function is clear; no owning object is named, so taxonomy is NEEDS_CONTEXT.	3	15807
key 17	Key 17	CLEAR	"a numbered slot in the space-separated ""Key <N>"" naming series (e.g. ""Key 1 - Shirt"", ""Key 3 - PoneyHair"" elsewhere in the residual corpus) -- likely a keyframe/pose-preset marker, not a piano/keyboard-key prop"	NEEDS_CONTEXT		Low	"the residual corpus shows ""Key 17"" belongs to a distinct, coherent space-separated series (Key 1, Key 2 ... Key 27, several carrying descriptive suffixes like ""- Shirt""/""- EyeLeft""/""- PoneyHair""/""- Reverted"") that reads as keyframe/pose-preset markers -- a DIFFERENT naming template from the period-separated ""Key.<label>"" keyboard-prop series (Key.0-Key.9, Key.A/Key.B, Key.CapsLock, Key.Enter, Key.Colon, Key.Comma, Key.Black_*, Key.White_*) that Key.S/Key.X/Key.9 genuinely belong to; what specific pose/state this un-suffixed ""Key 17"" keys is not established"	"""Key 17"" (space-separated) belongs to a distinct, coherent naming series from Key.Black_3/Key.White_25/Key.S/Key.X/Key.9 (period-separated) -- a separate keyframe/pose-preset series; taxonomy is NEEDS_CONTEXT because the specific pose/state it keys is not established."	3	801
key.9	Key.9	CLEAR	"an unlabeled numbered ""key"" slot"	CLEAR	groupFile/Other	Medium		"""Key.<label>"" matches the Key.Black_3/Key.White_25 sibling family already established -> Other in this same pilot"	3	15848
key.black_3	Key.Black_3	CLEAR	black piano/instrument key, numbered 3	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	15873
l sideburn g phy	l sideburn g phy	CLEAR	left sideburn, physics-simulated	CLEAR	groupFile/Hair	High		plain hair term	3	26384
l_outer_lower	l_outer_lower	OPAQUE	left, outer, lower -- positional words only, object unspecified	NOT_APPLICABLE		Low	no object-type word at all	pure positional stack with no referent	3	8714
l_rear_holster_0u_8v	l_rear_holster_0u_8v	CLEAR	left rear weapon holster, with a UV-style coordinate suffix	CLEAR	groupFile/Clothing	Medium		A holster's primary real-world function is to be worn as body/character equipment; the complete literal does not positively establish it as a component of a weapon/prop assembly, so the worn-equipment default (Clothing) applies.	3	26520
left little intermediate	Left Little Intermediate	CLEAR	"left pinky (""little"") finger, intermediate phalanx"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		little finger is a standard name for the pinky	3	16264
left_6	left_6	OPAQUE	"bare ""left"" + number, object unspecified"	NOT_APPLICABLE		Low	no object-type word at all	pure side marker with no referent	3	8728
leftlowerleg	LeftLowerLeg	CLEAR	left lower leg	CLEAR	groupFile/Legs	High		plain anatomical term	3	16389
leg right knee_ctr	leg right knee_ctr	CLEAR	right knee control	CLEAR	groupFile/Legs	High		explicit knee control	3	1064
magazine_full	Magazine_full	CLEAR	"a weapon magazine, ""full"" (loaded) state"	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	441
microleft	MicroLeft	OPAQUE	"something ""micro""-scale, left side, object unspecified"	NOT_APPLICABLE		Low	micro does not name any body part or object	adjective + side marker with no referent	3	16902
mlid_r_1	MLid_R_1	CLEAR	right eyelid (mid-lid), variant 1	CLEAR	groupFile/Face/Eyes	Medium		lid is the recognizable eyelid referent	3	3201
moustache_l_2	Moustache_L_2	CLEAR	left moustache section, variant 2	CLEAR	groupFile/Hair	High		facial hair, matches established moustache-in-Hair convention	3	16949
necklace rope	necklace rope	CLEAR	a rope-style necklace	CLEAR	groupFile/Clothing	High		explicit clothing accessory	3	27191
nipple up	nipple up	CLEAR	"nipple, ""up"" position/direction"	CLEAR	groupFile/Body Morphs	High		"On this complete literal, ""nipple up"" is best read as an intended nipple appearance/state/position deformation rather than a structural root/segment control. The lack of ordinary skeletal articulation supports that reading, but does not create a general soft-tissue+direction rule."	3	27194
null.002	Null.002	OPAQUE	a generic empty/null transform helper object	NOT_APPLICABLE		Low	null objects carry no semantic content	generic DCC null/empty object	3	5924
object40	Object40	OPAQUE	generic auto-numbered mesh/object name	NOT_APPLICABLE		Low	no descriptive content	DCC placeholder name	3	17320
opt_hand_right_pinky2	OPT_Hand_Right_Pinky2	CLEAR	right hand pinky finger, segment 2	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger convention	3	3293
pants string ２.r	Pants string ２.R	CLEAR	pants drawstring, variant 2, right	CLEAR	groupFile/Clothing	High		explicit clothing drawstring	3	17504
pelerinecentr_l	PelerineCentr_L	CLEAR	a pelerine (cape/collar garment), center, left	CLEAR	groupFile/Clothing	Medium		Pelerine is a recognized garment term	3	17542
pendant.chain_2	Pendant.Chain_2	CLEAR	a pendant necklace chain, variant 2	CLEAR	groupFile/Clothing	High		explicit jewelry/accessory item	3	6189
r beltc spo	R BeltC Spo	CLEAR	"right belt, variant C, ""spo"" (likely ""spare"")"	CLEAR	groupFile/Clothing	High		explicit clothing belt control	3	17824
r_butt_left	R_Butt_left	CLEAR	"left buttock (an ""R"" rig/character-code prefix, ""Butt_left"" is the referent)"	CLEAR	groupFile/Body	High		Plain anatomical segment (Butt_left), no shape/size/state descriptor; per settled doctrine, plain anatomy routes to Body, not Body Morphs.	3	6307
r_frontpaw	R_FrontPaw	CLEAR	right front paw (creature appendage)	CLEAR	groupFile/Arms	Medium		A whole paw is the limb-end assembly, not an individual digit/finger; Arms/RightArm is not independently verified for direct (non-Fingers) content, so the plain side-marked Arms destination applies, consistent with every other explicitly-sided arm bone in this pilot.	3	18019
rforearmex	RForeArmEX	CLEAR	"right forearm, ""EX"" (extra/helper) variant"	CLEAR	groupFile/Arms	High		helper/EX naming, arm explicitly named, no repair language	3	17923
rightnipple1	RightNipple1	CLEAR	right nipple, variant 1	CLEAR	groupFile/Body	High		Plain numbered anatomical segment, no shape/size/state descriptor; per settled doctrine, plain anatomy routes to Body, not Body Morphs.	3	18300
rightupperlid	RightUpperLid	CLEAR	right upper eyelid	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	3	18315
ringleft2	RingLeft2	CLEAR	left ring finger, variant 2	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger control	3	821
rough_small_7	rough_small_7	OPAQUE	"two adjectives (""rough"", ""small"") with no object, numbered"	NOT_APPLICABLE		Low	neither word names a body part or object	adjectives with no referent	3	28140
rtoemid02	rToeMid02	CLEAR	right middle toe, segment 02	CLEAR	groupFile/Toes/RightToes	High		explicit toe control	3	27733
shorts non futa shadow	Shorts Non Futa Shadow	PARTIAL	a shading/texture toggle for shorts, specific to a non-futa body variant	CLEAR	groupFile/Clothing	Medium		"Primary owner (shorts) is reliable; whether ""shadow"" means a shading toggle or a distinct geometry variant remains genuinely undecoded, so semantic_status is PARTIAL while taxonomy/destination are unaffected."	3	18815
side_right_7	side_right_7	OPAQUE	a right-side positional marker, object unspecified	NOT_APPLICABLE		Low	no object-type word at all, purely positional	pure position code with no referent	3	9059
taurenmale_hd_bone_78	taurenmale_hd_bone_78	OPAQUE	a generic numbered bone in the TaurenMale_HD model/variant series; anatomical region/function unknown	NOT_APPLICABLE		Low	"the numbered suffix carries no anatomical specificity, and ""HD"" is an ungrounded model/variant tag with no confirmed anatomical meaning"	"""TaurenMale_HD"" reads as a model/variant prefix in a long, contiguous, generically-numbered bone series, not an anatomical ""head"" abbreviation without positive evidence; no functional or regional content remains."	3	28931
tentacletopleft2	TentacleTopLeft2	CLEAR	a tentacle (creature appendage), top-left, variant 2	CLEAR	groupFile/Other	High		tentacle, existing Other precedent (99.7%)	3	19673
top_right	TOP_RIGHT	OPAQUE	"top + ""right"" -- positional words only, object unspecified"	NOT_APPLICABLE		Low	no object-type word at all	pure positional stack with no referent	3	19505
unused b_l_ankle2helper	unused b_l_ankle2helper	CLEAR	left ankle helper bone, explicitly marked unused	CLEAR	groupFile/Useless	High		self-declared unused, Phase 1 Useless precedent	3	29181
unusedbone_3b item_ffx_x-2_rikku_by_xxkammyxx	unusedbone_3B item_FFX_X-2_Rikku_By_xXKammyXx	CLEAR	"a generic unused placeholder bone carrying an embedded creator-credit string (references the character ""Rikku"" from Final Fantasy X-2)"	CLEAR	groupFile/Useless	High		Self-declared unused generic bone; the attached credit text is attribution metadata, not anatomical content. Phase 1 Useless precedent applies regardless of anatomical specificity.	3	29523
unuseddummy	unuseddummy	CLEAR	a generic unused dummy placeholder	CLEAR	groupFile/Useless	High		"Self-declared ""unused"" is positive semantic content and the complete, stable core reading; routes to Useless regardless of anatomical specificity."	3	29529
unusedhandr	unusedhandr	CLEAR	right hand, explicitly marked unused	CLEAR	groupFile/Useless	High		self-declared unused, Phase 1 Useless precedent	3	9296
upperhead	UpperHead	CLEAR	the upper portion of the head	CLEAR	groupFile/Body	High		bare structural head/skull, no named facial feature	3	19990
vag inner2 2	vag inner2 2	CLEAR	vagina, inner, variant 2-2	CLEAR	groupFile/Body	High		Plain numbered anatomical segment, no shape/size/state descriptor; per settled doctrine, plain anatomy routes to Body, not Body Morphs.	3	29629
valvebiped.bip01_l_middle01	ValveBiped.Bip01_L_Middle01	CLEAR	left middle finger, segment 01	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		standard ValveBiped finger convention	3	6727
valvebiped.bip01_pack3	ValveBiped.Bip01_Pack3	CLEAR	a backpack/pack prop, segment 3	CLEAR	groupFile/Clothing	Medium		worn pack/bag item, consistent with other bag/backpack entries	3	657
valvebiped.bip01_vag_l_2	ValveBiped.Bip01_Vag_L_2	CLEAR	left vagina, segment 2	CLEAR	groupFile/Body	High		Plain numbered anatomical segment, no shape/size/state descriptor; per settled doctrine, plain anatomy routes to Body, not Body Morphs.	3	6763
wep_paddle1_button	WEP_Paddle1_Button	CLEAR	a weapon paddle/release button, variant 1	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	6883
wep_shell5	WEP_Shell5	CLEAR	weapon shell casing, variant 5	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	20507
wheelback_base	wheelback_base	CLEAR	"base component of a ""wheel back"" mechanical/vehicle prop"	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	29684
adjust_knuckle_a_l	adjust_knuckle_A_L	CLEAR	left knuckle adjustment, variant a	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		knuckle is an explicit finger-joint referent	4	20713
arm left shoulder 2 ctr3	arm left shoulder 2 ctr3	CLEAR	left shoulder control, variant 2, ctr3	CLEAR	groupFile/Arms	High		explicit shoulder control	4	20829
arm right finger 4xx	arm right finger 4xx	CLEAR	"right hand, finger 4 (pinky by common numbering), ""xx"" variant marker"	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		"finger referent explicit despite the unusual ""xx"" suffix"	4	3433
au18z	AU18Z	OPAQUE	ambiguous alphanumeric code	NOT_APPLICABLE		Low	no recognizable word content	opaque code	4	4181
backhair5.001	backhair5.001	CLEAR	back hair, segment 5	CLEAR	groupFile/Hair	High		plain hair term	4	6996
backlegs	backlegs	CLEAR	back legs (implies a quadruped/non-human creature with more than two legs)	CLEAR	groupFile/Legs	High		bare plural quadruped leg reference is still a Legs control; no side marker, side-neutral destination used	4	21020
ballsdetail4	BallsDetail4	CLEAR	testicle detail morph, variant 4	CLEAR	groupFile/Body Morphs	High		"""Detail"" explicitly describes an appearance/detail morphology of the testicles, which is why Body Morphs applies; plain genital anatomy by itself would only route to Body."	4	10065
beard_r_131	Beard_R_131	CLEAR	right-side beard section, numbered	CLEAR	groupFile/Hair	High		facial hair, consistent with the moustache-in-Hair convention	4	10133
belthat_bone_r_02	beltHat_bone_r_02	PARTIAL	"an unusual combined ""belt hat"" accessory bone, right, variant 02"	CLEAR	groupFile/Clothing	Medium		"both plausible readings of ""belt hat"" (belt or hat) are Clothing items, so the unresolved exact identity does not create a competing destination"	4	7023
bigtoe2_l	bigToe2_l	CLEAR	left big toe, segment 2	CLEAR	groupFile/Toes/LeftToes	High		explicit toe control	4	7031
bip facetemplemiin r	bip facetemplemiin r	PARTIAL	right face temple, positional qualifier unclear	CLEAR	groupFile/Face/Upper Face	Medium	"miin does not resolve to a standard word, but does not block the clear ""temple"" referent"	Temple is explicit despite an unclear trailing qualifier; the trailing qualifier remains genuinely undecoded, so semantic_status is PARTIAL while taxonomy is CLEAR.	4	21185
bip001-pelvis	Bip001-Pelvis	CLEAR	pelvis	CLEAR	groupFile/Body	High		plain anatomical term	4	1958
bip_belt_r_3	bip_belt_R_3	CLEAR	right belt, segment 3	CLEAR	groupFile/Clothing	High		explicit clothing belt control	4	3512
bip_handles_l	bip_handles_l	PARTIAL	"left ""handles"" -- ambiguous between love-handles (waist fat) and a literal grip/handle object"	NEEDS_CONTEXT		Low	handles has two very different plausible readings with nothing to disambiguate	ambiguous between a body-morph slang term and a literal object	4	21726
bip_l_wing	bip_l_wing	CLEAR	left wing	CLEAR	groupFile/Wings	High		"explicit wing referent despite the heterogeneous ""bip_"" prefix"	4	21882
bip_tentacle.011	Bip_Tentacle.011	CLEAR	tentacle (creature appendage), segment 011	CLEAR	groupFile/Other	High		tentacle, existing Other precedent (99.7%)	4	10720
bipod	bipod; Bipod	CLEAR	a weapon bipod (support legs)	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	4	22182; 4322
bobcut.rear_center_3	Bobcut.Rear_Center_3	CLEAR	Bobcut hairstyle, rear-center, variant 3	CLEAR	groupFile/Hair	High		named hairstyle convention	4	10853
bone.001_r.040	Bone.001_R.040	OPAQUE	generic numbered bone, right	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	4	10979
bone046	Bone046	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	4	1585
bone094	Bone094	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	4	11016
book turnpage9	Book TurnPage9	CLEAR	a book prop, page-turning action, variant 9	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	4	11219
canine_tail2	Canine_Tail2	CLEAR	Canine creature tail, segment 2	CLEAR	groupFile/Tail	Medium	the Tail group is already an established non-human-appendage destination, unlike other creature body parts	tail is explicit, and Master already treats Tail as a non-human-appendage home	4	4515
cape1_right51	CAPE1_RIGHT51	CLEAR	cape, variant 1, right, segment 51	CLEAR	groupFile/Clothing	High		plain clothing item	4	11645
cape_10_l	cape_10_L	CLEAR	cape, variant 10, left	CLEAR	groupFile/Clothing	High		plain clothing item	4	22853
ch1	CH1	OPAQUE	ambiguous 2-character-plus-digit code	NOT_APPLICABLE		Low	"could mean ""channel"", ""chapter"", or anything else"	no reliable referent	4	634
cock-head-skinny	cock-head-skinny	CLEAR	"penis head, ""skinny"" shape morph"	CLEAR	groupFile/Body Morphs	High		explicit genital body-morph term	4	23200
cock.shaft_4_skin	Cock.Shaft_4_Skin	CLEAR	penis shaft, segment 4, skin layer	CLEAR	groupFile/Body	High		Plain numbered segment plus a skin-layer designation, no shape/size/state descriptor; per settled doctrine, plain anatomy routes to Body, not Body Morphs.	4	2070
creasetop	CreaseTop	PARTIAL	a skin/cloth crease effect, top position, object unspecified	NEEDS_CONTEXT		Low	crease names a real deformation concept but not which surface it applies to	function word (crease) present, owning surface unclear	4	12437
cup.pivot_left	Cup.Pivot_Left	PARTIAL	"a ""cup"" object's pivot point, left"	NEEDS_CONTEXT		Low	ambiguous between a bra cup (clothing) and a drinking-cup prop	"pivot mechanism is clear, but which kind of ""cup"" is not"	4	12502
dyng w 02	dyng w 02	CLEAR	"a dynamic-bone-physics control, object unspecified (""w"")"	NEEDS_CONTEXT		High		"Dynamic-bone-physics function is clear (""dyng"" is a grounded, coherent naming convention in this corpus); the object/axis label is a generic index, and the owning object is unresolved, so taxonomy is NEEDS_CONTEXT."	4	23641
dyng x 03	dyng x 03	CLEAR	"a dynamic-bone-physics control, object/axis unspecified (""x"")"	NEEDS_CONTEXT		High		"Dynamic-bone-physics function is clear (""dyng"" is a grounded, coherent naming convention in this corpus); the object/axis label is a generic index, and the owning object is unresolved, so taxonomy is NEEDS_CONTEXT."	4	23645
egg.wall_21	Egg.Wall_21	CLEAR	"an ""egg wall"" hard-surface prop segment"	CLEAR	groupFile/Other	High		"""Wall"" names a single stable core hard-surface-geometry reading; the ""egg"" qualifier and exact ownership are unresolved but do not change the core reading or the Other destination."	4	13130
eyecringe.l	EyeCringe.L	CLEAR	"left eye ""cringe"" expression"	CLEAR	groupFile/Face/Eyes	High		explicit eye-expression control	4	4610
eyeleft1	EyeLeft1	CLEAR	left eye, variant 1	CLEAR	groupFile/Face/Eyes	High		plain eye control	4	13251
eyeleft2	EyeLeft2	CLEAR	left eye, variant 2	CLEAR	groupFile/Face/Eyes	High		plain eye control	4	13252
fa_low_lid_right_center	fa_low_lid_right_center	CLEAR	right lower eyelid, center	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	4	7733
fa_up_lid_right_inner	fa_up_lid_right_inner	CLEAR	right upper eyelid, inner	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	4	7772
fake_wheel_fl	fake_wheel_fl	CLEAR	"a decorative ""fake wheel"" mechanical prop, front-left"	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	4	23990
feather 2b	feather 2b	CLEAR	a feather (creature/costume appendage), variant 2b	NEEDS_CONTEXT		High		Appendage referent (a feather) is clear; the owning structure (wing, headdress, or costume) is unresolved, so taxonomy is NEEDS_CONTEXT.	4	24019
flm-rig-eye-lb	Flm-Rig-Eye-LB	CLEAR	"left eye, lower-bottom variant (per-character ""Flm"" rig)"	CLEAR	groupFile/Face/Eyes	Medium		Eye-LB is a clear eye referent despite the rig-code prefix	4	14125
foreskin_right	foreskin_right	CLEAR	right foreskin	CLEAR	groupFile/Body	High		Plain genital anatomical term, no shape/size/state descriptor; per settled doctrine, plain anatomy routes to Body, not Body Morphs.	4	24119
fur_gen_bed_single_rich_a_mesh.002	FUR_GEN_Bed_Single_Rich_A_Mesh.002	CLEAR	a bed prop mesh (furniture), variant A	CLEAR	groupFile/Other	High		named furniture prop (bed) ending in _Mesh	4	13599
fur_gen_pillow_sitting_e_mesh	FUR_GEN_Pillow_Sitting_E_mesh	CLEAR	"a ""pillow, sitting pose"" prop mesh, variant E"	CLEAR	groupFile/Other	High		named furniture prop (pillow) ending in _Mesh, consistent with existing Pillow->Other resolution	4	13607
g8	G8	OPAQUE	ambiguous 2-character code	NOT_APPLICABLE		Low	no recognizable word content	opaque code	4	14318
gentle_3	gentle_3	OPAQUE	"a ""gentle"" quality applied to an unspecified object/motion"	NOT_APPLICABLE		Low	no object or body part named	adjective with no referent	4	24208
glass_d3_d	glass_d3_d	PARTIAL	"a ""glass"" object of unclear type, variant d3_d"	NEEDS_CONTEXT		Low	'glass' names a real material/object; which type (drinking glass, window, lens) is unresolved	Spans materially different core readings (drinking glass / window glass / eyeglass lens); semantic_status is PARTIAL and taxonomy is NEEDS_CONTEXT.	4	24224
hand finger right 1a	hand finger right 1a	CLEAR	right hand finger, variant 1a	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger control	4	25558
head back 1	head back 1	CLEAR	head, back position, variant 1	CLEAR	groupFile/Body	High		bare structural head/skull, no named facial feature	4	25587
head cheeck left 4	head cheeck left 4	CLEAR	"head, cheek (misspelled ""cheeck""), left, variant 4"	CLEAR	groupFile/Face/Mid Face	High		"cheeck is a plain misspelling of ""cheek"""	4	25594
hliddroop	HlidDroop	CLEAR	"a drooping eyelid (likely ""half-lid droop"")"	CLEAR	groupFile/Face/Eyes	Medium	"the leading ""H"" is not fully certain to mean ""half"""	"lid + ""droop"" is a clear eyelid action despite the unclear prefix"	4	15465
jacket.neck_right	Jacket.Neck_Right	CLEAR	jacket, neck area, right	CLEAR	groupFile/Clothing	High		explicit clothing control	4	15651
jiggle05	Jiggle05	CLEAR	a jiggle/secondary-motion bone, object unspecified	NEEDS_CONTEXT		High		Jiggle function is clear; no owning object is named, so taxonomy is NEEDS_CONTEXT.	4	15801
kunai	Kunai	CLEAR	a kunai (throwing-knife weapon prop)	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	4	16061
l dlip b	L Dlip B	PARTIAL	"a lip-related control, left, exact action (""Dlip"") unclear"	CLEAR	groupFile/Face/Lower Face	Medium		"Primary owner (lip) is reliable; the exact action (""Dlip"") remains genuinely undecoded, so semantic_status is PARTIAL while taxonomy is CLEAR."	4	5333
l hip spo	L Hip Spo	CLEAR	"left hip, ""spo"" (likely ""spare"")"	CLEAR	groupFile/Body	High		hip is the explicit anatomical referent	4	16092
l string1 tip sec	l string1 tip sec	CLEAR	a string/cord accessory, left, segment 1, tip, secondary physics bone	NEEDS_CONTEXT		High		String is a single stable core object with no named garment owner; taxonomy is NEEDS_CONTEXT.	4	26386
l_horselink	l_horselink	PARTIAL	"a bilateral model-specific ""horselink"" control, left; exact meaning of ""horselink"" unresolved"	NEEDS_CONTEXT		Low	"the corpus confirms a coherent bilateral naming pair (l_horselink/r_horselink, and bip01_l_horselink/bip01_r_horselink), proving the name is systematic, but this does not decode what ""horselink"" refers to"	"A confirmed bilateral naming pair (l_horselink/r_horselink; bip01_l_horselink/bip01_r_horselink) shows the name is systematic, but the compound ""horselink"" itself does not resolve to a known object, function, or ordinary semantic relation; semantic_status is PARTIAL and taxonomy remains NEEDS_CONTEXT."	4	26497
leg back toes right	leg back toes right	CLEAR	right leg, back toes	CLEAR	groupFile/Toes/RightToes	High		explicit toe control	4	26611
leg left knee twist	leg left knee twist	CLEAR	left knee twist bone	CLEAR	groupFile/Legs	High		twist/roll leg bone, ordinary deformation articulation	4	8749
leg right boot tassle 6b	leg right boot tassle 6b	CLEAR	"right leg, boot, tassel accessory (misspelled ""tassle""), variant 6b"	CLEAR	groupFile/Clothing	High		boot/tassel are explicit clothing referents	4	26706
leg right thigh ctr 3	leg right thigh ctr 3	CLEAR	right thigh control, variant 3	CLEAR	groupFile/Legs	High		explicit thigh control	4	26726
leg right thigh ctrl 3	leg right thigh ctrl 3	CLEAR	right thigh control, variant 3	CLEAR	groupFile/Legs	High		explicit thigh control	4	8767
lipsbottomforward	lipsbottomforward	CLEAR	"lower lips, ""forward""/protrusion"	CLEAR	groupFile/Face/Lower Face	High		explicit lip control	4	26986
lock1	lock1	PARTIAL	a lock, variant 1 -- could mean a hair lock or a mechanical lock	NEEDS_CONTEXT		Low	'lock' names two real, concrete candidate objects (hair lock vs. mechanical lock); which one is unresolved	Spans materially different core readings (hair lock / mechanical lock); semantic_status is PARTIAL and taxonomy is NEEDS_CONTEXT.	4	27013
lower_middle_drop	lower_middle_drop	CLEAR	"a ""drop"" action, lower-middle position, object unspecified"	NEEDS_CONTEXT		High		"""Drop"" names a single stable action function; no owning object is named, so taxonomy is NEEDS_CONTEXT."	4	27032
lowerbottomlips	LowerBottomLips	CLEAR	lower/bottom lips	CLEAR	groupFile/Face/Lower Face	High		"explicit lip control (redundant ""lower""+""bottom"" phrasing)"	4	16737
lowerlidlowerr	LowerLidLowerR	CLEAR	lower eyelid, lower action, right	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	4	2183
lshoulderj	LShoulderJ	CLEAR	left shoulder joint	CLEAR	groupFile/Arms	High		"J reads as ""Joint""; shoulder is explicit"	4	16207
m_head_2	m_head_2	CLEAR	head, variant 2	CLEAR	groupFile/Body	High		bare structural head/skull, no named facial feature	4	27060
nasolabial	Nasolabial	CLEAR	the nasolabial fold (nose-to-mouth crease)	CLEAR	groupFile/Face/Mid Face	Medium	the fold spans both nose and mouth regions, so Mid vs Lower Face is a close call	recognized anatomical/medical term	4	5895
nostril dilator	Nostril dilator	CLEAR	nostril dilator (widening) control	CLEAR	groupFile/Face/Mid Face	High		explicit nostril anatomical/muscular term	4	17204
object24	Object24	OPAQUE	generic auto-numbered mesh/object name	NOT_APPLICABLE		Low	no descriptive content	DCC placeholder name	4	17304
outereye_l	outerEye_L	CLEAR	left outer eye corner	CLEAR	groupFile/Face/Eyes	High		explicit eye control	4	27269
palmlmizin1	PalmLMizin1	PARTIAL	"left palm area, ""Mizin"" qualifier unclear"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	Medium	"""Mizin"" has zero precedent anywhere else in the live Master and appears in only 4 residual-corpus entries (PalmLMizin, PalmLMizin1, PalmRMizin, PalmRMizin1), all the same family -- it is a genuinely ungrounded qualifier, not a decodable word"	"Fresh live-Master parse confirms ""palm"" is 91.6% (98/107) directly in LeftFingers/RightFingers, structurally distinct from ""carpal""/""metacarpal"" (~100% LeftCarpals/RightCarpals) -- LeftFingers is the precedent-backed destination. semantic_status is PARTIAL because ""Mizin"" remains genuinely undecoded (zero grounding found anywhere in the live Master or the residual corpus)."	4	17470
pb_l_cmy01_bhair_2	pb_L_CMY01_BHair_2	CLEAR	"back hair, left, rig-code ""CMY01"", segment 2"	CLEAR	groupFile/Hair	Medium		BHair = back hair is the clear referent	4	27393
pc_cable_2	pc_cable_2	CLEAR	a computer/PC cable prop, variant 2	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	4	27426
penis root	penis root	CLEAR	penis, root/base position	CLEAR	groupFile/Body	High		"Explicit ""root"" -- plain structural segment, not a shape/size/state descriptor; per settled doctrine, plain anatomy/bone/root/structural segment routes to Body, not Body Morphs."	4	4013
pillow	Pillow	CLEAR	a pillow prop	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	4	17571
position	Position	OPAQUE	"bare word ""Position"", object unspecified"	NOT_APPLICABLE		Low	applies to virtually any object	no anchoring referent	4	2314
